786.266846,1412.756836,162.222092,0.220961,0.000000,2.019771
968.384460,1478.730225,152.268250,0.202961,0.000000,1.044583
1692.564087,1532.932373,162.438492,-0.156126,-0.000000,2.297402
1170.953735,1972.650513,384.297485,0.328003,0.000000,3.009851
603.532288,1078.939209,181.180313,-0.609733,0.008302,-1.213504
1763.483887,1577.018066,18.938488,1.161986,-0.000000,2.991137
3713.309082,1455.783203,180.611755,-1.106015,0.000000,3.096608
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1695.162354,1548.781860,177.330887,-0.286828,0.000000,-3.021941
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1447.478271,1453.607178,178.022186,0.022717,0.000527,-1.023516
